phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 1,339,5.3753,9.7,85.6,45.5,83.5,81.5,45.6,101.2,48.3,110.0,1.2,4.1,1047.1,5.2,0.0,13.6,58.8,544.6,0.5,939.6,6.9,0.91,0.56,0.89,1.00,0.18,0.80,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007981579.78,5732289.09,1000000000.00,0.00,0.00,851148.99,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[9.7,85.6],[45.5,83.5],[81.5,45.6],[101.2,48.3],[110.0,1.2]]","[[13.6,58.8],[544.6,0.5],[939.6,6.9]]","[[0.0,1.0],[11.001,1.0],[11.001,1.0],[55.005,1.0],[55.005,1.0],[99.009,1.0],[99.009,1.0],[110.01,1.0],[1000000000.0,1.0]]","[[0.0,0.909],[191.855,0.909],[191.855,0.561],[837.297,0.561],[837.297,0.886],[952.431,0.886],[952.431,0.999],[1047.131,0.999],[1048.131,0.0]]",ESCAPE
Phase 1,345,5.8173,17.9,84.6,36.7,79.3,75.6,54.2,85.6,46.1,121.8,15.9,3.7,711.1,1.2,0.0,17.9,74.6,493.3,6.0,739.4,9.1,0.87,0.89,0.99,0.95,0.26,0.67,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1016113868.11,5840461.77,1000000000.00,0.00,0.00,1165511.21,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[17.9,84.6],[36.7,79.3],[75.6,54.2],[85.6,46.1],[121.8,15.9]]","[[17.9,74.6],[493.3,6.0],[739.4,9.1]]","[[0.0,1.0],[12.183,1.0],[12.183,1.0],[60.913,1.0],[60.913,1.0],[109.644,1.0],[109.644,1.0],[121.827,1.0],[1000000000.0,1.0]]","[[0.0,0.873],[183.839,0.873],[183.839,0.894],[477.264,0.894],[477.264,0.995],[616.543,0.995],[616.543,0.948],[711.091,0.948],[712.091,0.0]]",ESCAPE
Phase 1,346,5.7855,9.0,84.5,30.1,75.2,82.7,43.6,93.4,49.7,113.2,5.8,2.3,606.2,8.5,0.0,43.5,63.6,490.4,3.5,1072.1,11.6,0.86,0.69,0.86,0.96,0.13,0.53,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1013625063.41,5825884.22,1000000000.00,0.00,0.00,794702.50,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[9.0,84.5],[30.1,75.2],[82.7,43.6],[93.4,49.7],[113.2,5.8]]","[[43.5,63.6],[490.4,3.5],[1072.1,11.6]]","[[0.0,1.0],[11.319,1.0],[11.319,1.0],[56.596,1.0],[56.596,1.0],[101.873,1.0],[101.873,1.0],[113.192,1.0],[1000000000.0,1.0]]","[[0.0,0.861],[80.592,0.861],[80.592,0.69],[319.019,0.69],[319.019,0.858],[564.229,0.858],[564.229,0.963],[606.232,0.963],[607.232,0.0]]",ESCAPE
Phase 1,347,6.1703,11.5,84.3,43.5,85.0,76.7,46.5,88.5,43.6,119.4,0.4,4.2,942.9,18.7,0.0,30.7,72.8,510.3,0.4,1190.5,9.8,0.86,0.66,0.91,0.88,0.31,0.67,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1012473320.29,5847681.98,1000000000.00,0.00,0.00,1069315.84,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[11.5,84.3],[43.5,85.0],[76.7,46.5],[88.5,43.6],[119.4,0.4]]","[[30.7,72.8],[510.3,0.4],[1190.5,9.8]]","[[0.0,1.0],[11.941,1.0],[11.941,1.0],[59.706,1.0],[59.706,1.0],[107.471,1.0],[107.471,1.0],[119.412,1.0],[1000000000.0,1.0]]","[[0.0,0.86],[289.255,0.86],[289.255,0.66],[629.462,0.66],[629.462,0.907],[893.228,0.907],[893.228,0.879],[942.852,0.879],[943.852,0.0]]",ESCAPE
Phase 1,349,6.0461,17.6,86.3,44.8,75.0,84.9,41.4,95.5,37.3,117.8,14.1,4.4,1009.2,6.7,0.0,7.2,71.1,377.4,1.4,1093.4,8.4,1.00,0.77,0.84,1.00,0.30,0.50,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1016136730.33,5831902.35,1000000000.00,0.00,0.00,941999.22,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[17.6,86.3],[44.8,75.0],[84.9,41.4],[95.5,37.3],[117.8,14.1]]","[[7.2,71.1],[377.4,1.4],[1093.4,8.4]]","[[0.0,1.0],[11.783,1.0],[11.783,1.0],[58.917,1.0],[58.917,1.0],[106.05,1.0],[106.05,1.0],[117.833,1.0],[1000000000.0,1.0]]","[[0.0,0.996],[298.768,0.996],[298.768,0.774],[500.132,0.774],[500.132,0.844],[943.966,0.844],[943.966,1.0],[1009.191,1.0],[1010.191,0.0]]",ESCAPE
Phase 1,348,6.4183,12.7,87.2,35.8,67.2,78.1,47.9,94.0,44.6,125.2,4.1,4.9,1087.3,11.6,0.0,7.4,66.5,558.4,3.9,828.8,9.9,1.00,0.64,0.88,0.91,0.34,0.53,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1017968059.42,5825666.55,1000000000.00,0.00,0.00,1094531.29,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[12.7,87.2],[35.8,67.2],[78.1,47.9],[94.0,44.6],[125.2,4.1]]","[[7.4,66.5],[558.4,3.9],[828.8,9.9]]","[[0.0,1.0],[12.523,1.0],[12.523,1.0],[62.614,1.0],[62.614,1.0],[112.705,1.0],[112.705,1.0],[125.228,1.0],[1000000000.0,1.0]]","[[0.0,0.998],[366.09,0.998],[366.09,0.64],[572.425,0.64],[572.425,0.885],[1032.252,0.885],[1032.252,0.906],[1087.32,0.906],[1088.32,0.0]]",ESCAPE
Phase 1,351,6.4260,10.9,85.0,34.9,65.3,83.9,46.8,84.0,45.6,110.3,5.4,4.2,890.0,2.4,0.0,0.6,62.4,371.3,5.4,782.6,7.7,0.97,0.68,0.88,0.84,0.31,0.73,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007768510.15,5812282.86,1000000000.00,0.00,0.00,828592.37,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[10.9,85.0],[34.9,65.3],[83.9,46.8],[84.0,45.6],[110.3,5.4]]","[[0.6,62.4],[371.3,5.4],[782.6,7.7]]","[[0.0,1.0],[11.034,1.0],[11.034,1.0],[55.172,1.0],[55.172,1.0],[99.31,1.0],[99.31,1.0],[110.345,1.0],[1000000000.0,1.0]]","[[0.0,0.966],[273.937,0.966],[273.937,0.683],[646.948,0.683],[646.948,0.885],[838.094,0.885],[838.094,0.837],[890.042,0.837],[891.042,0.0]]",ESCAPE
Phase 1,350,6.3520,10.8,88.1,48.7,71.6,76.9,41.0,100.8,50.0,110.9,10.4,8.1,1043.0,23.1,0.0,27.2,48.2,591.3,4.5,577.6,11.8,0.87,0.61,0.79,0.90,0.27,0.49,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005154142.29,5822039.57,1000000000.00,0.00,0.00,807400.33,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[10.8,88.1],[48.7,71.6],[76.9,41.0],[100.8,50.0],[110.9,10.4]]","[[27.2,48.2],[577.6,11.8],[591.3,4.5]]","[[0.0,1.0],[11.088,1.0],[11.088,1.0],[55.441,1.0],[55.441,1.0],[99.794,1.0],[99.794,1.0],[110.882,1.0],[1000000000.0,1.0]]","[[0.0,0.874],[282.713,0.874],[282.713,0.612],[508.123,0.612],[508.123,0.791],[862.766,0.791],[862.766,0.905],[1042.974,0.905],[1043.974,0.0]]",ESCAPE
Phase 1,352,6.1982,6.8,90.0,37.6,84.7,75.3,44.1,83.5,41.5,111.3,2.0,8.2,733.3,5.8,0.0,7.2,58.0,499.4,0.8,990.7,8.7,0.69,0.67,0.85,1.00,0.28,0.68,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006729721.66,5822982.64,1000000000.00,0.00,0.00,520498.49,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.8,90.0],[37.6,84.7],[75.3,44.1],[83.5,41.5],[111.3,2.0]]","[[7.2,58.0],[499.4,0.8],[990.7,8.7]]","[[0.0,1.0],[11.134,1.0],[11.134,1.0],[55.67,1.0],[55.67,1.0],[100.205,1.0],[100.205,1.0],[111.339,1.0],[1000000000.0,1.0]]","[[0.0,0.694],[202.008,0.694],[202.008,0.669],[497.277,0.669],[497.277,0.851],[679.701,0.851],[679.701,1.0],[733.309,1.0],[734.309,0.0]]",ESCAPE
Phase 1,360,5.9688,12.5,89.6,48.3,80.7,79.7,46.2,112.0,49.6,112.6,8.6,11.5,857.3,3.3,0.0,2.9,54.6,453.5,6.6,990.6,7.7,0.99,0.91,0.90,0.77,0.17,0.77,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004959329.95,5827167.89,1000000000.00,0.00,0.00,934392.59,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[12.5,89.6],[48.3,80.7],[79.7,46.2],[112.0,49.6],[112.6,8.6]]","[[2.9,54.6],[453.5,6.6],[990.6,7.7]]","[[0.0,1.0],[11.262,1.0],[11.262,1.0],[56.308,1.0],[56.308,1.0],[101.355,1.0],[101.355,1.0],[112.616,1.0],[1000000000.0,1.0]]","[[0.0,0.994],[148.007,0.994],[148.007,0.908],[661.898,0.908],[661.898,0.903],[761.235,0.903],[761.235,0.769],[857.344,0.769],[858.344,0.0]]",ESCAPE
Phase 1,353,5.8631,19.0,87.6,42.5,82.6,87.0,40.4,103.9,50.0,110.0,1.8,6.1,977.3,1.9,0.0,1.2,41.0,482.5,0.0,626.1,4.4,0.83,0.94,0.79,0.90,0.26,0.41,0.71,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007957508.44,5815265.12,1000000000.00,0.00,0.00,604172.38,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[19.0,87.6],[42.5,82.6],[87.0,40.4],[103.9,50.0],[110.0,1.8]]","[[1.2,41.0],[482.5,0.0],[626.1,4.4]]","[[0.0,1.0],[11.0,1.0],[11.0,1.0],[55.0,1.0],[55.0,1.0],[99.0,1.0],[99.0,1.0],[110.0,1.0],[1000000000.0,1.0]]","[[0.0,0.831],[251.384,0.831],[251.384,0.942],[402.433,0.942],[402.433,0.789],[697.916,0.789],[697.916,0.901],[977.254,0.901],[978.254,0.0]]",ESCAPE
Phase 1,356,5.8294,6.9,85.9,51.2,75.6,67.7,40.9,90.4,48.9,129.8,8.4,3.3,1023.1,9.3,0.0,19.5,26.8,544.6,0.2,624.6,6.8,0.89,0.71,0.83,0.99,0.38,0.68,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000890640.12,5798696.42,1000000000.00,0.00,0.00,446149.76,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.9,85.9],[51.2,75.6],[67.7,40.9],[90.4,48.9],[129.8,8.4]]","[[19.5,26.8],[544.6,0.2],[624.6,6.8]]","[[0.0,1.0],[12.976,1.0],[12.976,1.0],[64.878,1.0],[64.878,1.0],[116.78,1.0],[116.78,1.0],[129.756,1.0],[1000000000.0,1.0]]","[[0.0,0.89],[390.112,0.89],[390.112,0.705],[692.415,0.705],[692.415,0.833],[960.684,0.833],[960.684,0.987],[1023.053,0.987],[1024.053,0.0]]",ESCAPE
Phase 1,358,6.4409,9.9,88.9,26.6,81.3,72.3,45.8,101.4,44.6,127.8,10.9,3.7,1240.7,4.1,0.0,10.1,59.5,557.5,0.0,1141.4,13.2,0.92,0.68,0.74,0.96,0.21,0.46,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008798918.92,5822890.09,1000000000.00,0.00,0.00,972769.10,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[9.9,88.9],[26.6,81.3],[72.3,45.8],[101.4,44.6],[127.8,10.9]]","[[10.1,59.5],[557.5,0.0],[1141.4,13.2]]","[[0.0,1.0],[12.782,1.0],[12.782,1.0],[63.908,1.0],[63.908,1.0],[115.035,1.0],[115.035,1.0],[127.817,1.0],[1000000000.0,1.0]]","[[0.0,0.919],[261.323,0.919],[261.323,0.681],[576.351,0.681],[576.351,0.741],[1042.814,0.741],[1042.814,0.956],[1240.672,0.956],[1241.672,0.0]]",ESCAPE
Phase 1,355,5.8717,9.1,88.0,43.0,77.9,85.3,45.2,87.8,36.0,122.7,0.2,8.5,1160.8,6.5,0.0,33.6,49.8,467.8,0.0,1005.6,9.7,0.79,0.74,0.81,0.98,0.18,0.54,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1011526372.71,5820732.32,1000000000.00,0.00,0.00,628497.70,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[9.1,88.0],[43.0,77.9],[85.3,45.2],[87.8,36.0],[122.7,0.2]]","[[33.6,49.8],[467.8,0.0],[1005.6,9.7]]","[[0.0,1.0],[12.27,1.0],[12.27,1.0],[61.348,1.0],[61.348,1.0],[110.427,1.0],[110.427,1.0],[122.697,1.0],[1000000000.0,1.0]]","[[0.0,0.79],[209.386,0.79],[209.386,0.742],[629.434,0.742],[629.434,0.814],[1098.828,0.814],[1098.828,0.98],[1160.821,0.98],[1161.821,0.0]]",ESCAPE
Phase 1,357,5.5818,1.1,88.4,27.1,74.5,79.5,42.4,91.9,49.3,116.4,3.5,11.5,918.2,20.2,0.0,18.0,37.4,532.7,2.2,949.6,9.5,0.96,0.59,0.60,0.85,0.23,0.39,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1015218121.71,5762786.58,1000000000.00,0.00,0.00,518477.21,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.1,88.4],[27.1,74.5],[79.5,42.4],[91.9,49.3],[116.4,3.5]]","[[18.0,37.4],[532.7,2.2],[949.6,9.5]]","[[0.0,1.0],[11.638,1.0],[11.638,1.0],[58.188,1.0],[58.188,1.0],[104.738,1.0],[104.738,1.0],[116.375,1.0],[1000000000.0,1.0]]","[[0.0,0.958],[209.228,0.958],[209.228,0.587],[354.243,0.587],[354.243,0.602],[803.085,0.602],[803.085,0.848],[918.249,0.848],[919.249,0.0]]",ESCAPE
Phase 1,354,6.2051,20.0,86.8,27.8,75.3,76.3,42.3,111.3,41.0,121.9,6.2,4.4,680.8,0.8,0.0,34.5,43.2,581.6,7.3,937.6,6.1,0.70,0.62,0.71,0.94,0.30,0.51,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1017584658.40,5810507.83,1000000000.00,0.00,0.00,529585.72,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[20.0,86.8],[27.8,75.3],[76.3,42.3],[111.3,41.0],[121.9,6.2]]","[[34.5,43.2],[581.6,7.3],[937.6,6.1]]","[[0.0,1.0],[12.187,1.0],[12.187,1.0],[60.936,1.0],[60.936,1.0],[109.684,1.0],[109.684,1.0],[121.871,1.0],[1000000000.0,1.0]]","[[0.0,0.701],[205.496,0.701],[205.496,0.618],[348.572,0.618],[348.572,0.712],[611.466,0.712],[611.466,0.936],[680.787,0.936],[681.787,0.0]]",ESCAPE
Phase 1,359,6.4771,11.0,88.8,36.2,74.7,84.7,52.7,91.3,47.9,110.0,5.9,2.5,795.2,2.0,0.0,1.7,47.3,419.6,5.9,637.6,7.8,0.74,0.53,0.78,0.97,0.34,0.74,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003576068.95,5812658.59,1000000000.00,0.00,0.00,504362.61,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[11.0,88.8],[36.2,74.7],[84.7,52.7],[91.3,47.9],[110.0,5.9]]","[[1.7,47.3],[419.6,5.9],[637.6,7.8]]","[[0.0,1.0],[11.0,1.0],[11.0,1.0],[55.0,1.0],[55.0,1.0],[99.0,1.0],[99.0,1.0],[110.0,1.0],[1000000000.0,1.0]]","[[0.0,0.742],[270.521,0.742],[270.521,0.53],[585.365,0.53],[585.365,0.785],[725.877,0.785],[725.877,0.973],[795.163,0.973],[796.163,0.0]]",ESCAPE
Phase 1,362,6.4771,7.1,86.6,42.8,74.7,88.6,40.9,106.1,38.3,116.0,2.1,5.0,1267.5,15.9,0.0,26.5,65.0,589.1,2.3,941.0,6.9,0.99,0.78,0.42,0.98,0.09,0.70,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001750711.32,5835228.66,1000000000.00,0.00,0.00,1111012.67,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.1,86.6],[42.8,74.7],[88.6,40.9],[106.1,38.3],[116.0,2.1]]","[[26.5,65.0],[589.1,2.3],[941.0,6.9]]","[[0.0,1.0],[11.598,1.0],[11.598,1.0],[57.988,1.0],[57.988,1.0],[104.378,1.0],[104.378,1.0],[115.975,1.0],[1000000000.0,1.0]]","[[0.0,0.991],[116.368,0.991],[116.368,0.776],[888.999,0.776],[888.999,0.422],[1177.084,0.422],[1177.084,0.977],[1267.516,0.977],[1268.516,0.0]]",ESCAPE
Phase 1,363,6.3940,12.1,86.7,42.4,83.6,82.5,48.9,111.1,47.3,110.2,5.5,1.8,1084.8,10.6,0.0,3.5,29.8,470.6,0.0,337.4,10.3,0.98,0.71,0.80,0.97,0.17,0.70,0.79,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002268293.39,5810470.69,1000000000.00,0.00,0.00,508786.67,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[12.1,86.7],[42.4,83.6],[82.5,48.9],[110.2,5.5],[111.1,47.3]]","[[3.5,29.8],[337.4,10.3],[470.6,0.0]]","[[0.0,1.0],[11.022,1.0],[11.022,1.0],[55.11,1.0],[55.11,1.0],[99.197,1.0],[99.197,1.0],[110.219,1.0],[1000000000.0,1.0]]","[[0.0,0.985],[182.76,0.985],[182.76,0.707],[757.067,0.707],[757.067,0.802],[855.594,0.802],[855.594,0.969],[1084.839,0.969],[1085.839,0.0]]",ESCAPE
Phase 1,361,6.3231,0.8,90.0,28.4,74.7,71.0,46.3,80.4,44.6,132.1,9.2,14.2,729.3,9.9,0.0,8.9,71.5,557.7,0.8,1093.5,11.4,0.97,0.67,0.57,0.99,0.18,0.25,0.81,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009943746.88,5836076.08,1000000000.00,0.00,0.00,933255.55,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.8,90.0],[28.4,74.7],[71.0,46.3],[80.4,44.6],[132.1,9.2]]","[[8.9,71.5],[557.7,0.8],[1093.5,11.4]]","[[0.0,1.0],[13.207,1.0],[13.207,1.0],[66.036,1.0],[66.036,1.0],[118.865,1.0],[118.865,1.0],[132.072,1.0],[1000000000.0,1.0]]","[[0.0,0.975],[133.804,0.975],[133.804,0.675],[182.335,0.675],[182.335,0.575],[591.151,0.575],[591.151,0.995],[729.288,0.995],[730.288,0.0]]",ESCAPE
Phase 1,365,6.4706,5.6,88.2,40.0,75.9,76.7,51.1,106.5,40.0,123.6,11.5,15.7,1036.8,13.2,0.0,24.8,34.9,599.9,2.5,478.1,4.3,1.00,0.77,0.69,0.98,0.20,0.72,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1016741166.05,5811576.31,1000000000.00,0.00,0.00,686596.98,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.6,88.2],[40.0,75.9],[76.7,51.1],[106.5,40.0],[123.6,11.5]]","[[24.8,34.9],[478.1,4.3],[599.9,2.5]]","[[0.0,1.0],[12.365,1.0],[12.365,1.0],[61.824,1.0],[61.824,1.0],[111.284,1.0],[111.284,1.0],[123.649,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[203.847,1.0],[203.847,0.766],[749.661,0.766],[749.661,0.687],[931.231,0.687],[931.231,0.982],[1036.775,0.982],[1037.775,0.0]]",ESCAPE
Phase 1,364,6.2041,9.1,84.9,45.1,72.7,83.2,43.2,81.1,49.8,111.6,5.2,6.8,1029.7,7.3,0.0,18.9,53.9,415.7,3.0,180.3,8.7,0.59,0.93,0.91,1.00,0.26,0.70,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1081971887.94,5808619.42,1000000000.00,0.00,0.00,345933.99,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[9.1,84.9],[45.1,72.7],[81.1,49.8],[83.2,43.2],[111.6,5.2]]","[[18.9,53.9],[180.3,8.7],[415.7,3.0]]","[[0.0,1.0],[11.156,1.0],[11.156,1.0],[55.779,1.0],[55.779,1.0],[100.402,1.0],[100.402,1.0],[111.558,1.0],[1000000000.0,1.0]]","[[0.0,0.59],[266.97,0.59],[266.97,0.93],[721.412,0.93],[721.412,0.909],[963.74,0.909],[963.74,1.0],[1029.714,1.0],[1030.714,0.0]]",ESCAPE
Phase 1,368,6.2998,16.0,88.8,21.7,76.4,70.5,53.0,95.3,48.2,110.9,9.9,0.2,1072.9,13.2,0.0,44.0,62.8,363.7,0.0,329.3,7.1,0.92,0.70,0.56,1.00,0.33,0.53,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1016166570.76,5822251.83,1000000000.00,0.00,0.00,768590.82,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[16.0,88.8],[21.7,76.4],[70.5,53.0],[95.3,48.2],[110.9,9.9]]","[[44.0,62.8],[329.3,7.1],[363.7,0.0]]","[[0.0,1.0],[11.091,1.0],[11.091,1.0],[55.456,1.0],[55.456,1.0],[99.821,1.0],[99.821,1.0],[110.913,1.0],[1000000000.0,1.0]]","[[0.0,0.924],[355.048,0.924],[355.048,0.698],[566.308,0.698],[566.308,0.564],[918.804,0.564],[918.804,0.996],[1072.948,0.996],[1073.948,0.0]]",ESCAPE
Phase 1,366,6.3185,10.5,85.8,31.6,75.4,78.5,47.9,100.2,46.6,112.9,4.3,2.1,1185.0,8.0,0.0,22.3,57.6,321.8,0.5,860.7,11.1,0.83,0.78,0.76,1.00,0.39,0.27,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010017239.49,5808395.55,1000000000.00,0.00,0.00,511959.51,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[10.5,85.8],[31.6,75.4],[78.5,47.9],[100.2,46.6],[112.9,4.3]]","[[22.3,57.6],[321.8,0.5],[860.7,11.1]]","[[0.0,1.0],[11.294,1.0],[11.294,1.0],[56.47,1.0],[56.47,1.0],[101.645,1.0],[101.645,1.0],[112.939,1.0],[1000000000.0,1.0]]","[[0.0,0.827],[314.21,0.827],[314.21,0.784],[462.963,0.784],[462.963,0.758],[969.011,0.758],[969.011,0.998],[1184.992,0.998],[1185.992,0.0]]",ESCAPE
Phase 1,367,5.9873,5.1,88.0,46.8,77.4,79.8,40.0,85.1,50.0,114.6,5.8,22.7,935.5,6.2,0.0,26.0,62.0,593.5,0.0,422.7,13.0,0.81,0.54,0.58,0.92,0.28,0.49,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008768198.49,5837489.81,1000000000.00,0.00,0.00,871434.61,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.1,88.0],[46.8,77.4],[79.8,40.0],[85.1,50.0],[114.6,5.8]]","[[26.0,62.0],[422.7,13.0],[593.5,0.0]]","[[0.0,1.0],[11.457,1.0],[11.457,1.0],[57.286,1.0],[57.286,1.0],[103.115,1.0],[103.115,1.0],[114.572,1.0],[1000000000.0,1.0]]","[[0.0,0.81],[262.822,0.81],[262.822,0.542],[460.063,0.542],[460.063,0.58],[802.388,0.58],[802.388,0.916],[935.503,0.916],[936.503,0.0]]",ESCAPE
Phase 1,369,6.4980,13.4,89.6,36.1,72.0,70.2,45.0,114.7,48.5,110.2,6.7,2.9,1200.8,1.2,0.0,20.4,39.8,570.2,0.0,698.0,7.4,1.00,0.97,0.56,0.97,0.24,0.68,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010636031.32,5802751.67,1000000000.00,0.00,0.00,732057.76,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[13.4,89.6],[36.1,72.0],[70.2,45.0],[110.2,6.7],[114.7,48.5]]","[[20.4,39.8],[570.2,0.0],[698.0,7.4]]","[[0.0,1.0],[11.02,1.0],[11.02,1.0],[55.098,1.0],[55.098,1.0],[99.177,1.0],[99.177,1.0],[110.196,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[287.801,1.0],[287.801,0.972],[815.575,0.972],[815.575,0.561],[1103.516,0.561],[1103.516,0.966],[1200.754,0.966],[1201.754,0.0]]",ESCAPE
Phase 1,374,6.2286,4.8,89.8,41.1,72.1,79.1,40.0,98.7,48.3,114.7,6.7,3.3,1274.2,0.0,0.0,27.7,64.9,492.4,0.0,425.8,2.7,1.00,0.76,0.62,0.83,0.27,0.65,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010550727.77,5824100.05,1000000000.00,0.00,0.00,1042958.29,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.8,89.8],[41.1,72.1],[79.1,40.0],[98.7,48.3],[114.7,6.7]]","[[27.7,64.9],[425.8,2.7],[492.4,0.0]]","[[0.0,1.0],[11.467,1.0],[11.467,1.0],[57.336,1.0],[57.336,1.0],[103.205,1.0],[103.205,1.0],[114.673,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[348.384,1.0],[348.384,0.757],[834.455,0.757],[834.455,0.619],[1195.614,0.619],[1195.614,0.829],[1274.215,0.829],[1275.215,0.0]]",ESCAPE
