phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 1,372,6.4557,4.8,88.1,41.8,81.2,78.6,40.4,109.9,46.3,110.7,10.3,0.8,1223.8,2.0,0.0,0.2,69.9,494.0,1.2,924.5,6.1,0.97,0.76,0.67,0.85,0.24,0.57,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1012600754.69,5832829.81,1000000000.00,0.00,0.00,1107461.44,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.8,88.1],[41.8,81.2],[78.6,40.4],[109.9,46.3],[110.7,10.3]]","[[0.2,69.9],[494.0,1.2],[924.5,6.1]]","[[0.0,1.0],[11.066,1.0],[11.066,1.0],[55.332,1.0],[55.332,1.0],[99.598,1.0],[99.598,1.0],[110.664,1.0],[1000000000.0,1.0]]","[[0.0,0.968],[292.348,0.968],[292.348,0.759],[694.463,0.759],[694.463,0.671],[1021.893,0.671],[1021.893,0.846],[1223.811,0.846],[1224.811,0.0]]",ESCAPE
Phase 1,371,6.2073,11.6,86.4,41.9,69.8,69.4,41.1,103.0,41.8,110.0,4.1,5.9,1336.6,1.8,0.0,26.1,42.5,352.0,6.2,1173.2,15.0,0.82,0.65,0.64,0.92,0.30,0.60,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1014120328.79,5798756.52,1000000000.00,0.00,0.00,492875.00,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[11.6,86.4],[41.9,69.8],[69.4,41.1],[103.0,41.8],[110.0,4.1]]","[[26.1,42.5],[352.0,6.2],[1173.2,15.0]]","[[0.0,1.0],[11.001,1.0],[11.001,1.0],[55.004,1.0],[55.004,1.0],[99.007,1.0],[99.007,1.0],[110.008,1.0],[1000000000.0,1.0]]","[[0.0,0.821],[403.438,0.821],[403.438,0.649],[807.431,0.649],[807.431,0.643],[1151.144,0.643],[1151.144,0.923],[1336.612,0.923],[1337.612,0.0]]",ESCAPE
Phase 1,373,6.4090,5.7,87.4,46.3,70.4,86.0,40.1,108.0,42.6,114.4,7.6,4.3,1096.5,12.2,0.0,3.5,75.0,539.2,0.0,736.9,9.5,0.99,0.85,0.61,0.96,0.31,0.66,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1015958205.05,5835116.11,1000000000.00,0.00,0.00,1171439.34,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.7,87.4],[46.3,70.4],[86.0,40.1],[108.0,42.6],[114.4,7.6]]","[[3.5,75.0],[539.2,0.0],[736.9,9.5]]","[[0.0,1.0],[11.441,1.0],[11.441,1.0],[57.206,1.0],[57.206,1.0],[102.971,1.0],[102.971,1.0],[114.412,1.0],[1000000000.0,1.0]]","[[0.0,0.988],[336.533,0.988],[336.533,0.848],[724.423,0.848],[724.423,0.609],[974.885,0.609],[974.885,0.956],[1096.523,0.956],[1097.523,0.0]]",ESCAPE
Phase 1,370,6.2007,12.2,87.2,40.5,72.1,62.5,43.2,83.7,46.2,127.2,14.1,1.1,951.7,1.4,0.0,36.3,61.8,567.9,6.8,743.5,12.0,1.00,0.67,0.78,0.90,0.11,0.56,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005217453.38,5827514.46,1000000000.00,0.00,0.00,1003482.14,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[12.2,87.2],[40.5,72.1],[62.5,43.2],[83.7,46.2],[127.2,14.1]]","[[36.3,61.8],[567.9,6.8],[743.5,12.0]]","[[0.0,1.0],[12.722,1.0],[12.722,1.0],[63.61,1.0],[63.61,1.0],[114.497,1.0],[114.497,1.0],[127.219,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[106.272,1.0],[106.272,0.674],[532.064,0.674],[532.064,0.78],[802.51,0.78],[802.51,0.898],[951.702,0.898],[952.702,0.0]]",ESCAPE
Phase 1,376,6.3630,14.9,87.7,53.2,73.4,83.8,42.6,111.8,49.0,112.0,1.8,2.6,1001.4,1.4,0.0,10.4,26.8,575.9,1.5,998.9,6.4,1.00,0.93,0.89,0.92,0.20,0.71,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003855249.01,5806284.87,1000000000.00,0.00,0.00,594388.82,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[14.9,87.7],[53.2,73.4],[83.8,42.6],[111.8,49.0],[112.0,1.8]]","[[10.4,26.8],[575.9,1.5],[998.9,6.4]]","[[0.0,1.0],[11.204,1.0],[11.204,1.0],[56.018,1.0],[56.018,1.0],[100.833,1.0],[100.833,1.0],[112.036,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[195.62,1.0],[195.62,0.931],[713.68,0.931],[713.68,0.891],[822.576,0.891],[822.576,0.923],[1001.438,0.923],[1002.438,0.0]]",ESCAPE
Phase 1,375,5.9972,5.5,86.9,51.0,73.8,81.3,47.4,104.4,47.0,118.4,12.9,5.0,1264.2,8.7,0.0,1.0,62.9,589.5,5.0,868.8,10.6,0.81,0.78,0.67,0.98,0.28,0.73,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010373331.09,5834184.67,1000000000.00,0.00,0.00,1020894.25,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.5,86.9],[51.0,73.8],[81.3,47.4],[104.4,47.0],[118.4,12.9]]","[[1.0,62.9],[589.5,5.0],[868.8,10.6]]","[[0.0,1.0],[11.841,1.0],[11.841,1.0],[59.207,1.0],[59.207,1.0],[106.573,1.0],[106.573,1.0],[118.415,1.0],[1000000000.0,1.0]]","[[0.0,0.811],[348.183,0.811],[348.183,0.779],[926.819,0.779],[926.819,0.671],[1105.345,0.671],[1105.345,0.984],[1264.196,0.984],[1265.196,0.0]]",ESCAPE
Phase 1,378,6.2557,8.2,84.6,50.1,82.8,69.4,40.4,91.5,46.6,133.6,8.9,2.7,768.1,9.4,0.0,33.6,40.5,544.7,1.0,856.1,8.6,0.94,0.77,0.80,0.94,0.40,0.58,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000840659.90,5813417.19,1000000000.00,0.00,0.00,738791.66,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[8.2,84.6],[50.1,82.8],[69.4,40.4],[91.5,46.6],[133.6,8.9]]","[[33.6,40.5],[544.7,1.0],[856.1,8.6]]","[[0.0,1.0],[13.356,1.0],[13.356,1.0],[66.778,1.0],[66.778,1.0],[120.201,1.0],[120.201,1.0],[133.557,1.0],[1000000000.0,1.0]]","[[0.0,0.936],[303.929,0.936],[303.929,0.766],[446.047,0.766],[446.047,0.798],[698.801,0.798],[698.801,0.938],[768.094,0.938],[769.094,0.0]]",ESCAPE
Phase 1,377,6.4857,16.8,86.5,47.8,70.9,81.9,40.6,108.6,46.5,110.0,5.4,0.0,1249.5,9.0,0.0,3.6,72.3,498.2,4.6,510.4,7.4,0.87,0.94,0.85,0.96,0.15,0.65,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008079050.36,5833696.02,1000000000.00,0.00,0.00,1065953.55,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[16.8,86.5],[47.8,70.9],[81.9,40.6],[108.6,46.5],[110.0,5.4]]","[[3.6,72.3],[498.2,4.6],[510.4,7.4]]","[[0.0,1.0],[11.001,1.0],[11.001,1.0],[55.006,1.0],[55.006,1.0],[99.011,1.0],[99.011,1.0],[110.012,1.0],[1000000000.0,1.0]]","[[0.0,0.871],[186.851,0.871],[186.851,0.942],[806.522,0.942],[806.522,0.849],[1125.223,0.849],[1125.223,0.955],[1249.474,0.955],[1250.474,0.0]]",ESCAPE
Phase 1,384,6.0657,11.3,86.3,39.2,80.7,80.0,45.1,112.0,47.3,110.8,0.3,0.1,1028.1,1.2,0.0,17.5,30.5,536.6,0.0,183.1,14.5,0.96,0.75,0.44,0.95,0.35,0.51,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1012392405.28,5805263.20,1000000000.00,0.00,0.00,607733.32,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[11.3,86.3],[39.2,80.7],[80.0,45.1],[110.8,0.3],[112.0,47.3]]","[[17.5,30.5],[183.1,14.5],[536.6,0.0]]","[[0.0,1.0],[11.077,1.0],[11.077,1.0],[55.384,1.0],[55.384,1.0],[99.691,1.0],[99.691,1.0],[110.768,1.0],[1000000000.0,1.0]]","[[0.0,0.965],[361.332,0.965],[361.332,0.751],[520.596,0.751],[520.596,0.439],[969.335,0.439],[969.335,0.953],[1028.062,0.953],[1029.062,0.0]]",ESCAPE
Phase 1,382,5.9465,14.4,87.5,47.9,81.2,58.4,40.4,92.8,38.4,115.0,0.1,1.9,880.4,21.3,0.0,4.1,55.0,600.0,9.3,154.2,11.4,1.00,0.99,0.57,0.86,0.26,0.67,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009409990.87,5824091.64,1000000000.00,0.00,0.00,972080.03,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[14.4,87.5],[47.9,81.2],[58.4,40.4],[92.8,38.4],[115.0,0.1]]","[[4.1,55.0],[154.2,11.4],[600.0,9.3]]","[[0.0,1.0],[11.501,1.0],[11.501,1.0],[57.504,1.0],[57.504,1.0],[103.508,1.0],[103.508,1.0],[115.008,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[233.0,1.0],[233.0,0.992],[590.172,0.992],[590.172,0.568],[813.314,0.568],[813.314,0.855],[880.406,0.855],[881.406,0.0]]",ESCAPE
Phase 1,380,6.3942,11.4,86.2,40.4,81.0,79.9,42.9,108.6,49.9,123.3,13.3,0.3,1011.9,13.5,0.0,11.3,40.8,465.0,0.2,754.5,12.8,0.94,0.93,0.69,0.94,0.31,0.68,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008441810.27,5810732.39,1000000000.00,0.00,0.00,650996.91,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[11.4,86.2],[40.4,81.0],[79.9,42.9],[108.6,49.9],[123.3,13.3]]","[[11.3,40.8],[465.0,0.2],[754.5,12.8]]","[[0.0,1.0],[12.332,1.0],[12.332,1.0],[61.659,1.0],[61.659,1.0],[110.986,1.0],[110.986,1.0],[123.317,1.0],[1000000000.0,1.0]]","[[0.0,0.938],[317.749,0.938],[317.749,0.929],[684.854,0.929],[684.854,0.689],[946.968,0.689],[946.968,0.941],[1011.931,0.941],[1012.931,0.0]]",ESCAPE
Phase 1,383,6.4834,19.9,87.3,47.8,66.6,66.3,45.6,89.1,44.2,123.6,0.7,8.7,734.4,12.1,0.0,4.3,38.2,332.5,2.1,397.2,10.2,0.90,0.59,0.98,1.00,0.36,0.71,0.77,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1063380555.30,5795843.29,1000000000.00,0.00,0.00,359201.76,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[19.9,87.3],[47.8,66.6],[66.3,45.6],[89.1,44.2],[123.6,0.7]]","[[4.3,38.2],[332.5,2.1],[397.2,10.2]]","[[0.0,1.0],[12.355,1.0],[12.355,1.0],[61.777,1.0],[61.777,1.0],[111.198,1.0],[111.198,1.0],[123.553,1.0],[1000000000.0,1.0]]","[[0.0,0.902],[261.675,0.902],[261.675,0.586],[519.035,0.586],[519.035,0.981],[566.592,0.981],[566.592,0.997],[734.375,0.997],[735.375,0.0]]",ESCAPE
Phase 1,379,6.4145,9.5,89.6,54.9,74.3,82.8,41.9,105.6,49.3,114.7,5.8,11.2,861.2,9.4,0.0,20.1,47.0,581.8,0.8,713.8,2.0,0.70,0.56,0.62,0.78,0.34,0.69,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000327286.06,5822386.46,1000000000.00,0.00,0.00,484022.34,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[9.5,89.6],[54.9,74.3],[82.8,41.9],[105.6,49.3],[114.7,5.8]]","[[20.1,47.0],[581.8,0.8],[713.8,2.0]]","[[0.0,1.0],[11.475,1.0],[11.475,1.0],[57.374,1.0],[57.374,1.0],[103.273,1.0],[103.273,1.0],[114.748,1.0],[1000000000.0,1.0]]","[[0.0,0.695],[291.54,0.695],[291.54,0.557],[595.281,0.557],[595.281,0.622],[754.271,0.622],[754.271,0.78],[861.191,0.78],[862.191,0.0]]",ESCAPE
Phase 1,381,6.1491,7.4,89.3,37.6,82.2,78.1,41.8,96.5,50.0,129.7,0.2,6.7,962.1,6.8,0.0,28.0,67.5,436.0,0.9,728.2,8.0,0.88,0.52,0.82,0.89,0.10,0.73,0.76,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1212707842.79,5839685.59,1000000000.00,0.00,0.00,486867.29,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.4,89.3],[37.6,82.2],[78.1,41.8],[96.5,50.0],[129.7,0.2]]","[[28.0,67.5],[436.0,0.9],[728.2,8.0]]","[[0.0,1.0],[12.972,1.0],[12.972,1.0],[64.858,1.0],[64.858,1.0],[116.744,1.0],[116.744,1.0],[129.715,1.0],[1000000000.0,1.0]]","[[0.0,0.881],[100.015,0.881],[100.015,0.524],[698.054,0.524],[698.054,0.817],[732.256,0.817],[732.256,0.888],[962.076,0.888],[963.076,0.0]]",ESCAPE
Phase 1,385,6.4781,12.6,86.9,56.4,70.9,68.2,42.2,110.4,36.0,116.9,4.1,13.1,1200.9,9.1,0.0,1.2,42.5,538.1,1.4,958.7,6.9,1.00,0.80,0.61,0.99,0.36,0.68,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1010616189.89,5811288.02,1000000000.00,0.00,0.00,739420.19,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[12.6,86.9],[56.4,70.9],[68.2,42.2],[110.4,36.0],[116.9,4.1]]","[[1.2,42.5],[538.1,1.4],[958.7,6.9]]","[[0.0,1.0],[11.691,1.0],[11.691,1.0],[58.455,1.0],[58.455,1.0],[105.218,1.0],[105.218,1.0],[116.909,1.0],[1000000000.0,1.0]]","[[0.0,0.995],[427.814,0.995],[427.814,0.802],[810.847,0.802],[810.847,0.606],[1064.977,0.606],[1064.977,0.994],[1200.874,0.994],[1201.874,0.0]]",ESCAPE
Phase 1,388,6.0635,7.7,87.2,50.9,69.7,76.2,46.7,101.3,46.1,111.4,7.7,2.7,1209.6,2.9,0.0,37.1,40.6,544.4,1.9,481.0,9.0,1.00,0.59,0.73,0.91,0.25,0.55,0.94,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1002269487.36,5809254.64,1000000000.00,0.00,0.00,831805.77,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.7,87.2],[50.9,69.7],[76.2,46.7],[101.3,46.1],[111.4,7.7]]","[[37.1,40.6],[481.0,9.0],[544.4,1.9]]","[[0.0,1.0],[11.142,1.0],[11.142,1.0],[55.709,1.0],[55.709,1.0],[100.276,1.0],[100.276,1.0],[111.418,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[301.218,0.999],[301.218,0.593],[661.62,0.593],[661.62,0.725],[1131.885,0.725],[1131.885,0.909],[1209.624,0.909],[1210.624,0.0]]",ESCAPE
Phase 1,387,6.2498,15.6,88.9,50.7,83.0,80.6,40.1,92.2,48.4,119.7,2.5,2.4,1006.2,6.0,0.0,43.0,71.1,524.4,11.8,766.9,4.1,0.90,0.92,0.76,0.90,0.14,0.79,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006644046.57,5846310.08,1000000000.00,0.00,0.00,1282599.04,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[15.6,88.9],[50.7,83.0],[80.6,40.1],[92.2,48.4],[119.7,2.5]]","[[43.0,71.1],[524.4,11.8],[766.9,4.1]]","[[0.0,1.0],[11.972,1.0],[11.972,1.0],[59.859,1.0],[59.859,1.0],[107.746,1.0],[107.746,1.0],[119.718,1.0],[1000000000.0,1.0]]","[[0.0,0.896],[144.496,0.896],[144.496,0.921],[795.288,0.921],[795.288,0.764],[918.73,0.764],[918.73,0.904],[1006.192,0.904],[1007.192,0.0]]",ESCAPE
Phase 1,390,5.9885,15.3,88.8,59.9,81.2,87.0,51.6,107.4,50.0,110.1,13.9,0.5,1308.7,13.9,0.0,6.2,52.3,389.3,7.1,649.2,10.1,1.00,0.79,0.55,0.98,0.15,0.65,0.77,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1014317731.30,5833444.81,1000000000.00,0.00,0.00,890649.17,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[15.3,88.8],[59.9,81.2],[87.0,51.6],[107.4,50.0],[110.1,13.9]]","[[6.2,52.3],[389.3,7.1],[649.2,10.1]]","[[0.0,1.0],[11.011,1.0],[11.011,1.0],[55.053,1.0],[55.053,1.0],[99.095,1.0],[99.095,1.0],[110.106,1.0],[1000000000.0,1.0]]","[[0.0,0.997],[194.425,0.997],[194.425,0.794],[853.109,0.794],[853.109,0.546],[1011.89,0.546],[1011.89,0.981],[1308.694,0.981],[1309.694,0.0]]",ESCAPE
Phase 1,392,6.4867,7.8,90.0,41.0,73.8,80.5,52.3,99.0,49.7,111.7,11.9,5.5,1422.4,0.6,0.0,22.3,39.4,593.7,2.9,492.9,3.9,0.87,0.91,0.61,0.91,0.22,0.61,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004619789.59,5813209.01,1000000000.00,0.00,0.00,748254.58,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.8,90.0],[41.0,73.8],[80.5,52.3],[99.0,49.7],[111.7,11.9]]","[[22.3,39.4],[492.9,3.9],[593.7,2.9]]","[[0.0,1.0],[11.17,1.0],[11.17,1.0],[55.849,1.0],[55.849,1.0],[100.529,1.0],[100.529,1.0],[111.699,1.0],[1000000000.0,1.0]]","[[0.0,0.872],[318.459,0.872],[318.459,0.907],[863.966,0.907],[863.966,0.612],[1327.93,0.612],[1327.93,0.912],[1422.417,0.912],[1423.417,0.0]]",ESCAPE
Phase 1,389,6.3793,15.3,87.6,37.7,77.4,74.2,44.1,110.1,45.7,113.7,1.4,5.6,672.0,27.4,0.0,8.7,31.2,525.7,6.2,670.8,8.7,1.00,0.59,0.94,0.98,0.31,0.70,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1003209702.24,5804724.69,1000000000.00,0.00,0.00,531127.95,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[15.3,87.6],[37.7,77.4],[74.2,44.1],[110.1,45.7],[113.7,1.4]]","[[8.7,31.2],[525.7,6.2],[670.8,8.7]]","[[0.0,1.0],[11.37,1.0],[11.37,1.0],[56.852,1.0],[56.852,1.0],[102.333,1.0],[102.333,1.0],[113.704,1.0],[1000000000.0,1.0]]","[[0.0,0.998],[209.628,0.998],[209.628,0.59],[471.601,0.59],[471.601,0.942],[627.392,0.942],[627.392,0.976],[672.04,0.976],[673.04,0.0]]",ESCAPE
Phase 1,386,5.9146,14.0,83.9,56.1,75.9,77.9,41.1,97.3,48.5,116.5,0.1,1.3,808.8,16.4,0.0,40.9,66.9,523.7,2.2,815.8,5.2,0.90,0.67,0.70,0.95,0.32,0.61,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1014867868.30,5841789.20,1000000000.00,0.00,0.00,1107035.87,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[14.0,83.9],[56.1,75.9],[77.9,41.1],[97.3,48.5],[116.5,0.1]]","[[40.9,66.9],[523.7,2.2],[815.8,5.2]]","[[0.0,1.0],[11.653,1.0],[11.653,1.0],[58.263,1.0],[58.263,1.0],[104.873,1.0],[104.873,1.0],[116.526,1.0],[1000000000.0,1.0]]","[[0.0,0.898],[262.789,0.898],[262.789,0.669],[496.237,0.669],[496.237,0.699],[755.954,0.699],[755.954,0.945],[808.76,0.945],[809.76,0.0]]",ESCAPE
Phase 1,391,6.1042,11.2,87.9,60.0,78.5,71.0,43.5,97.6,49.9,110.9,12.3,0.1,1496.1,23.5,0.0,13.4,56.9,576.7,2.2,525.6,8.6,0.74,0.56,0.91,0.88,0.29,0.58,0.78,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004617345.26,5834599.87,1000000000.00,0.00,0.00,768587.15,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[11.2,87.9],[60.0,78.5],[71.0,43.5],[97.6,49.9],[110.9,12.3]]","[[13.4,56.9],[525.6,8.6],[576.7,2.2]]","[[0.0,1.0],[11.091,1.0],[11.091,1.0],[55.456,1.0],[55.456,1.0],[99.821,1.0],[99.821,1.0],[110.913,1.0],[1000000000.0,1.0]]","[[0.0,0.744],[435.849,0.744],[435.849,0.558],[869.916,0.558],[869.916,0.912],[1172.521,0.912],[1172.521,0.883],[1496.131,0.883],[1497.131,0.0]]",ESCAPE
Phase 1,397,6.2419,6.5,88.3,49.1,65.4,81.0,40.0,117.4,48.7,119.6,22.2,0.0,213.3,16.5,0.0,2.8,38.3,453.4,0.5,497.9,3.9,0.99,0.87,0.81,0.83,0.32,0.68,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1063859067.80,4602549.29,6071825.76,6071825.76,68984.45,351047.26,,-5651825.76,351015.55,0.806705,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.5,88.3],[49.1,65.4],[81.0,40.0],[117.4,48.7],[119.6,22.2]]","[[2.8,38.3],[453.4,0.5],[497.9,3.9]]","[[0.0,1.0],[11.965,1.0],[11.965,1.0],[59.823,1.0],[59.823,1.0],[107.681,1.0],[107.681,1.0],[119.645,1.0],[1000000000.0,1.0]]","[[0.0,0.992],[67.272,0.992],[67.272,0.868],[144.385,0.868],[144.385,0.813],[192.987,0.813],[192.987,0.827],[213.267,0.827],[214.267,0.0]]",SUBORBIT
Phase 1,393,6.4982,7.4,84.9,39.3,70.8,69.0,57.2,117.6,49.8,115.7,0.9,1.8,727.2,0.7,0.0,18.4,29.9,569.4,2.1,1199.6,6.6,0.83,0.79,0.80,0.80,0.38,0.62,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1009391293.02,5800831.12,1000000000.00,0.00,0.00,520541.24,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.4,84.9],[39.3,70.8],[69.0,57.2],[115.7,0.9],[117.6,49.8]]","[[18.4,29.9],[569.4,2.1],[1199.6,6.6]]","[[0.0,1.0],[11.567,1.0],[11.567,1.0],[57.835,1.0],[57.835,1.0],[104.103,1.0],[104.103,1.0],[115.67,1.0],[1000000000.0,1.0]]","[[0.0,0.83],[279.89,0.83],[279.89,0.787],[451.403,0.787],[451.403,0.802],[635.019,0.802],[635.019,0.805],[727.236,0.805],[728.236,0.0]]",ESCAPE
Phase 1,394,6.5000,8.9,89.9,42.2,74.3,84.6,44.6,83.9,49.1,112.8,1.9,8.4,929.7,0.1,0.0,14.9,59.1,587.8,1.0,394.9,10.4,0.94,0.74,0.54,0.99,0.17,0.68,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005497511.74,5828695.22,1000000000.00,0.00,0.00,1022386.26,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[8.9,89.9],[42.2,74.3],[83.9,49.1],[84.6,44.6],[112.8,1.9]]","[[14.9,59.1],[394.9,10.4],[587.8,1.0]]","[[0.0,1.0],[11.283,1.0],[11.283,1.0],[56.415,1.0],[56.415,1.0],[101.547,1.0],[101.547,1.0],[112.83,1.0],[1000000000.0,1.0]]","[[0.0,0.941],[153.772,0.941],[153.772,0.745],[636.815,0.745],[636.815,0.536],[883.216,0.536],[883.216,0.989],[929.715,0.989],[930.715,0.0]]",ESCAPE
Phase 1,396,5.9266,14.7,90.0,49.6,77.3,76.3,48.1,99.4,46.7,118.6,0.2,12.2,852.7,34.1,0.0,6.5,32.6,575.6,2.6,822.0,6.7,0.89,0.93,0.40,0.86,0.35,0.47,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1001233866.10,5815113.89,1000000000.00,0.00,0.00,523506.66,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[14.7,90.0],[49.6,77.3],[76.3,48.1],[99.4,46.7],[118.6,0.2]]","[[6.5,32.6],[575.6,2.6],[822.0,6.7]]","[[0.0,1.0],[11.865,1.0],[11.865,1.0],[59.325,1.0],[59.325,1.0],[106.784,1.0],[106.784,1.0],[118.649,1.0],[1000000000.0,1.0]]","[[0.0,0.888],[294.473,0.888],[294.473,0.929],[397.167,0.929],[397.167,0.4],[784.188,0.4],[784.188,0.861],[852.676,0.861],[853.676,0.0]]",ESCAPE
Phase 1,395,6.4256,12.5,90.0,46.5,75.5,84.8,47.8,105.6,47.9,113.5,0.5,4.7,810.1,0.5,0.0,29.3,63.9,505.0,3.6,728.3,10.1,1.00,0.67,0.74,1.00,0.17,0.65,0.88,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004837709.60,5838093.56,1000000000.00,0.00,0.00,1079250.64,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[12.5,90.0],[46.5,75.5],[84.8,47.8],[105.6,47.9],[113.5,0.5]]","[[29.3,63.9],[505.0,3.6],[728.3,10.1]]","[[0.0,1.0],[11.351,1.0],[11.351,1.0],[56.757,1.0],[56.757,1.0],[102.162,1.0],[102.162,1.0],[113.513,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[137.692,0.999],[137.692,0.668],[527.532,0.668],[527.532,0.74],[709.569,0.74],[709.569,1.0],[810.117,1.0],[811.117,0.0]]",ESCAPE
