phase,iteration,meco_mach,pitch_time_0,pitch_angle_0,pitch_time_1,pitch_angle_1,pitch_time_2,pitch_angle_2,pitch_time_3,pitch_angle_3,pitch_time_4,pitch_angle_4,coast_s,upper_burn_s,upper_ignition_delay_s,azimuth_deg,upper_pitch_time_0,upper_pitch_angle_0,upper_pitch_time_1,upper_pitch_angle_1,upper_pitch_time_2,upper_pitch_angle_2,upper_throttle_level_0,upper_throttle_level_1,upper_throttle_level_2,upper_throttle_level_3,upper_throttle_switch_ratio_0,upper_throttle_switch_ratio_1,upper_throttle_switch_ratio_2,booster_throttle_level_0,booster_throttle_level_1,booster_throttle_level_2,booster_throttle_level_3,booster_throttle_switch_ratio_0,booster_throttle_switch_ratio_1,booster_throttle_switch_ratio_2,cost,fuel,orbit_error,perigee_error_m,apoapsis_error_m,max_altitude_m,cutoff_reason,perigee_alt_m,apoapsis_alt_m,eccentricity,fuel_main_kg,fuel_circ_kg,fuel_total_kg,circ_dv_mps,circ_applied,perigee_alt_pre_circ_m,apoapsis_alt_pre_circ_m,eccentricity_pre_circ,orbit_error_pre_circ_m,status_pre_circ,booster_pitch_program_sorted,upper_pitch_program_sorted,booster_throttle_schedule,upper_throttle_schedule,status
Phase 2 (coarse),105,5.8656,5.9,88.2,49.2,81.6,87.7,48.5,112.5,36.2,124.5,17.8,5.5,869.8,13.1,0.0,18.5,72.7,139.3,12.6,237.8,0.3,0.83,0.99,0.83,0.99,0.20,0.36,0.86,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000094721.88,5846280.20,1000000000.00,0.00,0.00,429285.36,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[5.9,88.2],[49.2,81.6],[87.7,48.5],[112.5,36.2],[124.5,17.8]]","[[18.5,72.7],[139.3,12.6],[237.8,0.3]]","[[0.0,1.0],[12.448,1.0],[12.448,1.0],[62.24,1.0],[62.24,1.0],[112.033,1.0],[112.033,1.0],[124.481,1.0],[1000000000.0,1.0]]","[[0.0,0.832],[174.255,0.832],[174.255,0.987],[312.467,0.987],[312.467,0.831],[750.559,0.831],[750.559,0.992],[869.771,0.992],[870.771,0.0]]",ESCAPE
Phase 2 (coarse),109,5.4031,8.0,86.8,42.3,81.6,80.0,56.3,111.7,35.2,142.2,27.6,12.6,593.5,15.0,0.0,23.8,74.8,244.8,10.9,396.2,0.0,0.91,0.99,0.91,0.89,0.23,0.36,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1008344428.48,5742267.22,1000000000.00,0.00,0.00,678207.89,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[8.0,86.8],[42.3,81.6],[80.0,56.3],[111.7,35.2],[142.2,27.6]]","[[23.8,74.8],[244.8,10.9],[396.2,0.0]]","[[0.0,1.0],[14.219,1.0],[14.219,1.0],[71.095,1.0],[71.095,1.0],[127.971,1.0],[127.971,1.0],[142.19,1.0],[1000000000.0,1.0]]","[[0.0,0.911],[137.188,0.911],[137.188,0.988],[214.799,0.988],[214.799,0.91],[528.388,0.91],[528.388,0.891],[593.53,0.891],[594.53,0.0]]",ESCAPE
Phase 2 (coarse),107,6.0478,2.7,89.4,55.7,78.2,77.6,54.8,119.6,38.3,133.5,27.6,8.6,746.6,16.1,0.0,18.2,69.4,235.6,13.0,151.4,0.1,0.96,0.99,0.86,0.94,0.07,0.49,0.84,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1007365999.95,5847020.74,1000000000.00,0.00,0.00,511397.43,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.7,89.4],[55.7,78.2],[77.6,54.8],[119.6,38.3],[133.5,27.6]]","[[18.2,69.4],[151.4,0.1],[235.6,13.0]]","[[0.0,1.0],[13.351,1.0],[13.351,1.0],[66.754,1.0],[66.754,1.0],[120.157,1.0],[120.157,1.0],[133.508,1.0],[1000000000.0,1.0]]","[[0.0,0.963],[54.82,0.963],[54.82,0.986],[367.766,0.986],[367.766,0.856],[623.729,0.856],[623.729,0.945],[746.605,0.945],[747.605,0.0]]",ESCAPE
Phase 2 (coarse),106,5.3294,2.5,86.6,55.3,81.2,80.0,50.3,114.9,36.6,149.2,28.3,7.9,594.6,25.9,0.0,18.5,70.9,123.6,12.9,323.5,1.7,0.99,0.91,0.83,0.98,0.08,0.58,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1055484293.71,5709122.62,1000000000.00,0.00,0.00,373982.87,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.5,86.6],[55.3,81.2],[80.0,50.3],[114.9,36.6],[149.2,28.3]]","[[18.5,70.9],[123.6,12.9],[323.5,1.7]]","[[0.0,1.0],[14.92,1.0],[14.92,1.0],[74.602,1.0],[74.602,1.0],[134.283,1.0],[134.283,1.0],[149.204,1.0],[1000000000.0,1.0]]","[[0.0,0.986],[47.003,0.986],[47.003,0.914],[343.25,0.914],[343.25,0.829],[508.227,0.829],[508.227,0.981],[594.578,0.981],[595.578,0.0]]",ESCAPE
Phase 2 (coarse),108,5.7620,6.6,87.9,55.4,81.1,84.5,47.8,119.9,32.6,149.2,24.2,6.8,671.7,25.4,0.0,23.9,75.0,340.4,12.1,383.7,0.8,0.98,0.99,0.84,0.99,0.05,0.34,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1004839323.47,5835094.60,1000000000.00,0.00,0.00,1051378.92,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.6,87.9],[55.4,81.1],[84.5,47.8],[119.9,32.6],[149.2,24.2]]","[[23.9,75.0],[340.4,12.1],[383.7,0.8]]","[[0.0,1.0],[14.921,1.0],[14.921,1.0],[74.606,1.0],[74.606,1.0],[134.29,1.0],[134.29,1.0],[149.212,1.0],[1000000000.0,1.0]]","[[0.0,0.983],[36.822,0.983],[36.822,0.992],[231.55,0.992],[231.55,0.843],[567.993,0.843],[567.993,0.994],[671.674,0.994],[672.674,0.0]]",ESCAPE
Phase 2 (coarse),111,5.5061,2.6,89.6,43.0,78.8,70.2,43.8,114.3,41.5,133.3,29.4,7.3,605.1,21.6,0.0,22.7,74.9,120.3,9.4,150.8,0.0,0.89,0.98,0.76,0.85,0.12,0.32,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2237149616.12,5851707.70,1000000000.00,0.00,0.00,339758.18,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.6,89.6],[43.0,78.8],[70.2,43.8],[114.3,41.5],[133.3,29.4]]","[[22.7,74.9],[120.3,9.4],[150.8,0.0]]","[[0.0,1.0],[13.333,1.0],[13.333,1.0],[66.667,1.0],[66.667,1.0],[120.0,1.0],[120.0,1.0],[133.334,1.0],[1000000000.0,1.0]]","[[0.0,0.885],[69.681,0.885],[69.681,0.978],[195.067,0.978],[195.067,0.761],[552.096,0.761],[552.096,0.85],[605.082,0.85],[606.082,0.0]]",ESCAPE
Phase 2 (coarse),110,5.2025,1.2,88.7,48.1,78.6,84.5,45.4,115.7,39.2,144.9,29.9,12.8,727.6,20.9,0.0,20.5,56.8,112.6,6.9,151.7,0.7,0.99,0.93,0.99,0.84,0.10,0.38,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2212440040.79,5741820.36,1000000000.00,0.00,0.00,318955.96,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[1.2,88.7],[48.1,78.6],[84.5,45.4],[115.7,39.2],[144.9,29.9]]","[[20.5,56.8],[112.6,6.9],[151.7,0.7]]","[[0.0,1.0],[14.495,1.0],[14.495,1.0],[72.474,1.0],[72.474,1.0],[130.453,1.0],[130.453,1.0],[144.948,1.0],[1000000000.0,1.0]]","[[0.0,0.988],[74.167,0.988],[74.167,0.931],[276.573,0.931],[276.573,0.992],[677.132,0.992],[677.132,0.838],[727.63,0.838],[728.63,0.0]]",ESCAPE
Phase 2 (coarse),120,5.9502,3.2,85.9,50.4,74.0,87.3,45.4,118.9,34.0,138.6,26.7,2.3,628.7,13.1,0.0,23.1,58.5,82.0,12.9,585.3,2.3,0.87,0.94,0.86,1.00,0.07,0.29,0.85,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1000308763.09,5831575.16,1000000000.00,0.00,0.00,430271.42,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.2,85.9],[50.4,74.0],[87.3,45.4],[118.9,34.0],[138.6,26.7]]","[[23.1,58.5],[82.0,12.9],[585.3,2.3]]","[[0.0,1.0],[13.864,1.0],[13.864,1.0],[69.321,1.0],[69.321,1.0],[124.779,1.0],[124.779,1.0],[138.643,1.0],[1000000000.0,1.0]]","[[0.0,0.87],[45.985,0.87],[45.985,0.943],[182.829,0.943],[182.829,0.864],[535.99,0.864],[535.99,0.995],[628.657,0.995],[629.657,0.0]]",ESCAPE
Phase 2 (coarse),119,5.5123,6.0,87.4,55.7,77.7,90.0,53.7,109.4,37.4,131.8,25.1,3.0,922.3,12.9,0.0,15.5,63.1,189.7,12.7,190.6,0.0,0.84,0.97,0.98,0.97,0.06,0.28,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005515290.56,5755052.88,1000000000.00,0.00,0.00,705846.79,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.0,87.4],[55.7,77.7],[90.0,53.7],[109.4,37.4],[131.8,25.1]]","[[15.5,63.1],[189.7,12.7],[190.6,0.0]]","[[0.0,1.0],[13.176,1.0],[13.176,1.0],[65.882,1.0],[65.882,1.0],[118.587,1.0],[118.587,1.0],[131.763,1.0],[1000000000.0,1.0]]","[[0.0,0.839],[50.85,0.839],[50.85,0.973],[259.743,0.973],[259.743,0.983],[876.082,0.983],[876.082,0.969],[922.255,0.969],[923.255,0.0]]",ESCAPE
Phase 2 (coarse),114,5.4461,7.5,89.9,51.8,77.8,84.3,45.2,113.1,29.1,125.0,23.0,8.4,624.5,20.8,0.0,23.6,74.1,228.2,12.9,217.3,0.2,0.90,0.99,0.89,0.87,0.09,0.28,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1006320299.09,5757015.12,1000000000.00,0.00,0.00,615932.86,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.5,89.9],[51.8,77.8],[84.3,45.2],[113.1,29.1],[125.0,23.0]]","[[23.6,74.1],[217.3,0.2],[228.2,12.9]]","[[0.0,1.0],[12.498,1.0],[12.498,1.0],[62.492,1.0],[62.492,1.0],[112.486,1.0],[112.486,1.0],[124.984,1.0],[1000000000.0,1.0]]","[[0.0,0.9],[57.179,0.9],[57.179,0.986],[174.861,0.986],[174.861,0.89],[574.2,0.89],[574.2,0.873],[624.49,0.873],[625.49,0.0]]",ESCAPE
Phase 2 (coarse),117,6.0323,4.6,89.6,55.3,82.0,76.8,51.6,112.7,36.8,134.6,20.7,10.8,565.1,16.9,0.0,22.9,74.9,160.1,12.6,184.2,1.5,0.84,0.99,0.94,0.97,0.24,0.46,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1005503157.06,5854327.68,1000000000.00,0.00,0.00,590777.91,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[4.6,89.6],[55.3,82.0],[76.8,51.6],[112.7,36.8],[134.6,20.7]]","[[22.9,74.9],[160.1,12.6],[184.2,1.5]]","[[0.0,1.0],[13.464,1.0],[13.464,1.0],[67.321,1.0],[67.321,1.0],[121.177,1.0],[121.177,1.0],[134.642,1.0],[1000000000.0,1.0]]","[[0.0,0.843],[135.578,0.843],[135.578,0.989],[262.377,0.989],[262.377,0.945],[525.969,0.945],[525.969,0.97],[565.092,0.97],[566.092,0.0]]",ESCAPE
Phase 2 (coarse),118,6.2949,2.4,88.0,47.5,81.5,87.2,45.7,114.5,34.4,133.6,29.4,4.1,780.5,20.5,0.0,13.4,74.3,120.1,5.5,205.7,0.8,0.82,0.99,0.96,0.93,0.17,0.34,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2130996933.26,5902924.02,1000000000.00,0.00,0.00,345235.03,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.4,88.0],[47.5,81.5],[87.2,45.7],[114.5,34.4],[133.6,29.4]]","[[13.4,74.3],[120.1,5.5],[205.7,0.8]]","[[0.0,1.0],[13.364,1.0],[13.364,1.0],[66.818,1.0],[66.818,1.0],[120.273,1.0],[120.273,1.0],[133.637,1.0],[1000000000.0,1.0]]","[[0.0,0.818],[132.814,0.818],[132.814,0.992],[263.047,0.992],[263.047,0.958],[682.784,0.958],[682.784,0.93],[780.548,0.93],[781.548,0.0]]",ESCAPE
Phase 2 (coarse),116,5.4009,3.0,89.1,51.7,78.1,73.2,54.5,120.0,36.6,124.0,27.8,11.5,291.0,20.7,0.0,22.9,74.8,320.2,9.9,150.0,2.5,0.86,0.96,0.89,1.00,0.23,0.31,0.95,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1125575950.89,4959685.66,5531180.92,5531180.92,73264.75,346735.86,,-5111180.92,346735.25,0.684159,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[3.0,89.1],[51.7,78.1],[73.2,54.5],[120.0,36.6],[124.0,27.8]]","[[22.9,74.8],[150.0,2.5],[320.2,9.9]]","[[0.0,1.0],[12.401,1.0],[12.401,1.0],[62.004,1.0],[62.004,1.0],[111.606,1.0],[111.606,1.0],[124.007,1.0],[1000000000.0,1.0]]","[[0.0,0.855],[67.503,0.855],[67.503,0.958],[90.463,0.958],[90.463,0.893],[276.202,0.893],[276.202,0.995],[291.04,0.995],[292.04,0.0]]",SUBORBIT
Phase 2 (coarse),113,5.2827,6.3,89.9,53.9,81.7,88.6,49.3,108.4,37.9,128.5,29.1,6.7,805.3,6.4,0.0,14.3,57.6,142.6,8.4,167.9,0.3,0.72,0.96,0.89,0.78,0.12,0.43,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2078900439.42,5745552.92,1000000000.00,0.00,0.00,326933.66,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.3,89.9],[53.9,81.7],[88.6,49.3],[108.4,37.9],[128.5,29.1]]","[[14.3,57.6],[142.6,8.4],[167.9,0.3]]","[[0.0,1.0],[12.847,1.0],[12.847,1.0],[64.237,1.0],[64.237,1.0],[115.627,1.0],[115.627,1.0],[128.475,1.0],[1000000000.0,1.0]]","[[0.0,0.72],[93.777,0.72],[93.777,0.955],[346.226,0.955],[346.226,0.892],[720.379,0.892],[720.379,0.782],[805.297,0.782],[806.297,0.0]]",ESCAPE
Phase 2 (coarse),115,5.5781,7.9,90.0,49.6,80.5,81.2,54.6,109.0,30.1,147.3,21.2,10.8,360.7,22.9,0.0,23.3,74.8,106.1,11.8,203.3,2.3,0.99,1.00,0.73,0.86,0.19,0.40,0.83,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1082661913.12,5317308.44,4106201.16,4106201.16,39815.63,375400.10,,-3686201.16,380184.37,0.430945,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[7.9,90.0],[49.6,80.5],[81.2,54.6],[109.0,30.1],[147.3,21.2]]","[[23.3,74.8],[106.1,11.8],[203.3,2.3]]","[[0.0,1.0],[14.73,1.0],[14.73,1.0],[73.648,1.0],[73.648,1.0],[132.566,1.0],[132.566,1.0],[147.295,1.0],[1000000000.0,1.0]]","[[0.0,0.994],[66.967,0.994],[66.967,0.998],[144.143,0.998],[144.143,0.729],[300.804,0.729],[300.804,0.856],[360.749,0.856],[361.749,0.0]]",SUBORBIT
Phase 2 (polish),6,5.9811,0.2,89.8,39.4,71.9,79.3,55.3,120.0,40.1,140.8,25.5,1.1,322.1,1.9,0.0,0.3,60.6,117.2,1.3,241.3,0.0,1.00,1.00,1.00,0.99,0.10,0.50,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1101796823.69,5467333.06,2419129.09,2419129.09,80605.90,339394.47,,-1999129.09,339394.10,0.211015,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.2,89.8],[39.4,71.9],[79.3,55.3],[120.0,40.1],[140.8,25.5]]","[[0.3,60.6],[117.2,1.3],[241.3,0.0]]","[[0.0,1.0],[14.08,1.0],[14.08,1.0],[70.401,1.0],[70.401,1.0],[126.721,1.0],[126.721,1.0],[140.801,1.0],[1000000000.0,1.0]]","[[0.0,0.996],[32.221,0.996],[32.221,0.999],[162.144,0.999],[162.144,1.0],[291.32,1.0],[291.32,0.992],[322.149,0.992],[323.149,0.0]]",SUBORBIT
Phase 2 (polish),3,5.9882,0.1,89.7,40.9,70.9,79.4,55.3,119.9,40.0,138.7,25.6,2.3,324.1,2.5,0.0,0.2,59.0,125.1,0.8,266.4,0.1,1.00,1.00,1.00,1.00,0.10,0.51,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1101315520.05,5476691.00,2262389.48,2262389.48,81663.70,338308.37,,-1842389.48,338336.30,0.194050,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,89.7],[40.9,70.9],[79.4,55.3],[119.9,40.0],[138.7,25.6]]","[[0.2,59.0],[125.1,0.8],[266.4,0.1]]","[[0.0,1.0],[13.866,1.0],[13.866,1.0],[69.331,1.0],[69.331,1.0],[124.797,1.0],[124.797,1.0],[138.663,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[31.683,1.0],[31.683,0.996],[165.702,0.996],[165.702,0.999],[293.816,0.999],[293.816,1.0],[324.104,1.0],[325.104,0.0]]",SUBORBIT
Phase 2 (polish),2,5.9680,0.0,89.9,40.1,71.8,78.2,55.2,119.9,40.0,138.2,24.5,2.0,331.5,2.0,0.0,0.0,59.8,131.9,0.7,268.3,0.0,1.00,1.00,1.00,1.00,0.10,0.52,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1082468181.60,5519615.70,1561272.33,1561272.33,69857.51,350144.54,,-1141272.33,350142.49,0.124796,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,89.9],[40.1,71.8],[78.2,55.2],[119.9,40.0],[138.2,24.5]]","[[0.0,59.8],[131.9,0.7],[268.3,0.0]]","[[0.0,1.0],[13.82,1.0],[13.82,1.0],[69.099,1.0],[69.099,1.0],[124.378,1.0],[124.378,1.0],[138.197,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[32.612,1.0],[32.612,0.999],[170.835,0.999],[170.835,1.0],[297.506,1.0],[297.506,1.0],[331.5,1.0],[332.5,0.0]]",SUBORBIT
Phase 2 (polish),5,6.0039,0.0,89.8,40.2,71.8,81.0,55.9,119.8,41.1,139.0,24.7,2.7,358.0,2.7,0.0,0.0,59.6,139.6,0.9,242.1,0.0,1.00,1.00,1.00,1.00,0.10,0.49,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,423808146.66,5638782.11,2098748.07,61510.67,2098748.07,457307.87,,358489.33,2518748.07,0.138308,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,89.8],[40.2,71.8],[81.0,55.9],[119.8,41.1],[139.0,24.7]]","[[0.0,59.6],[139.6,0.9],[242.1,0.0]]","[[0.0,1.0],[13.898,1.0],[13.898,1.0],[69.489,1.0],[69.489,1.0],[125.081,1.0],[125.081,1.0],[138.979,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[37.513,0.999],[37.513,1.0],[176.615,1.0],[176.615,0.996],[322.976,0.996],[322.976,0.999],[358.01,0.999],[359.01,0.0]]",OK
Phase 2 (polish),1,5.9957,0.1,89.9,40.9,72.9,80.3,54.7,120.0,39.6,141.2,24.9,2.0,355.2,1.6,0.0,0.2,60.8,122.3,0.8,254.8,0.1,1.00,1.00,1.00,1.00,0.10,0.49,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,329677179.07,5628472.20,1628614.92,74100.34,1628614.92,382363.89,,345899.66,2048614.92,0.112491,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,89.9],[40.9,72.9],[80.3,54.7],[120.0,39.6],[141.2,24.9]]","[[0.2,60.8],[122.3,0.8],[254.8,0.1]]","[[0.0,1.0],[14.117,1.0],[14.117,1.0],[70.583,1.0],[70.583,1.0],[127.049,1.0],[127.049,1.0],[141.166,1.0],[1000000000.0,1.0]]","[[0.0,0.999],[36.854,0.999],[36.854,1.0],[175.589,1.0],[175.589,0.998],[319.345,0.998],[319.345,0.997],[355.24,0.997],[356.24,0.0]]",OK
Phase 2 (polish),8,5.9731,0.0,89.9,40.2,71.2,80.7,55.2,120.0,40.5,139.8,24.8,1.7,362.0,1.1,0.0,0.1,57.3,115.5,0.7,227.4,0.0,1.00,1.00,1.00,1.00,0.11,0.50,0.90,1.00,1.00,1.00,1.00,0.10,0.50,0.90,678560301.72,5654328.61,3371158.71,92361.46,3371158.71,384914.06,,327638.54,3791158.71,0.205419,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,89.9],[40.2,71.2],[80.7,55.2],[120.0,40.5],[139.8,24.8]]","[[0.1,57.3],[115.5,0.7],[227.4,0.0]]","[[0.0,1.0],[13.981,1.0],[13.981,1.0],[69.905,1.0],[69.905,1.0],[125.83,1.0],[125.83,1.0],[139.811,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[38.974,1.0],[38.974,0.999],[181.296,0.999],[181.296,1.0],[324.122,1.0],[324.122,0.997],[362.016,0.997],[363.016,0.0]]",OK
Phase 2 (polish),7,6.0242,0.0,89.8,39.5,71.7,80.2,55.2,119.9,39.7,140.9,26.1,1.9,382.6,1.1,0.0,0.0,61.7,115.3,0.7,271.9,0.0,1.00,1.00,1.00,1.00,0.10,0.50,0.91,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2115403663.21,5723869.11,10547851.12,90271.33,10547851.12,461201.02,,329728.67,10967851.12,0.442525,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,89.8],[39.5,71.7],[80.2,55.2],[119.9,39.7],[140.9,26.1]]","[[0.0,61.7],[115.3,0.7],[271.9,0.0]]","[[0.0,1.0],[14.089,1.0],[14.089,1.0],[70.443,1.0],[70.443,1.0],[126.798,1.0],[126.798,1.0],[140.887,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[38.562,1.0],[38.562,0.999],[190.699,0.999],[190.699,1.0],[349.425,1.0],[349.425,1.0],[382.636,1.0],[383.636,0.0]]",OK
Phase 2 (polish),4,6.0166,0.0,89.7,40.5,71.9,80.8,54.5,120.0,40.3,140.4,24.7,2.1,392.9,2.3,0.0,0.0,61.1,108.9,1.7,204.4,0.0,1.00,1.00,1.00,0.99,0.10,0.50,0.89,1.00,1.00,1.00,1.00,0.10,0.50,0.90,3558634930.83,5753028.50,17756652.86,80196.83,17756652.86,563059.31,,339803.17,18176652.86,0.570625,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.0,89.7],[40.5,71.9],[80.8,54.5],[120.0,40.3],[140.4,24.7]]","[[0.0,61.1],[108.9,1.7],[204.4,0.0]]","[[0.0,1.0],[14.038,1.0],[14.038,1.0],[70.19,1.0],[70.19,1.0],[126.342,1.0],[126.342,1.0],[140.38,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[40.943,1.0],[40.943,0.998],[197.944,0.998],[197.944,0.998],[351.134,0.998],[351.134,0.992],[392.935,0.992],[393.935,0.0]]",OK
Phase 1,3,6.4001,2.4,90.0,30.1,71.6,87.4,49.4,117.8,43.2,139.4,13.9,2.4,66.4,2.5,0.0,1.6,31.0,256.6,4.4,426.5,3.6,0.95,1.00,0.93,1.00,0.21,0.55,0.87,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1069581280.27,3798591.83,6582965.09,6582965.09,168664.30,251399.20,,-6162965.09,251335.70,0.939085,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.4,90.0],[30.1,71.6],[87.4,49.4],[117.8,43.2],[139.4,13.9]]","[[1.6,31.0],[256.6,4.4],[426.5,3.6]]","[[0.0,1.0],[13.941,1.0],[13.941,1.0],[69.705,1.0],[69.705,1.0],[125.468,1.0],[125.468,1.0],[139.409,1.0],[1000000000.0,1.0]]","[[0.0,0.949],[13.674,0.949],[13.674,0.998],[36.698,0.998],[36.698,0.93],[57.93,0.93],[57.93,0.999],[66.353,0.999],[67.353,0.0]]",SUBORBIT
Phase 1,4,6.2905,0.1,88.3,36.6,71.1,80.5,69.8,119.0,36.5,149.8,17.0,2.9,176.0,0.0,0.0,2.9,70.8,59.1,0.2,164.4,0.2,0.94,0.78,1.00,0.98,0.19,0.41,0.93,1.00,1.00,1.00,1.00,0.10,0.50,0.90,1066253638.44,4453817.03,6283945.79,6283945.79,130234.73,289776.99,,-5863945.79,289765.27,0.858519,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[0.1,88.3],[36.6,71.1],[80.5,69.8],[119.0,36.5],[149.8,17.0]]","[[2.9,70.8],[59.1,0.2],[164.4,0.2]]","[[0.0,1.0],[14.975,1.0],[14.975,1.0],[74.875,1.0],[74.875,1.0],[134.776,1.0],[134.776,1.0],[149.751,1.0],[1000000000.0,1.0]]","[[0.0,0.942],[32.859,0.942],[32.859,0.778],[72.529,0.778],[72.529,1.0],[163.044,1.0],[163.044,0.976],[176.032,0.976],[177.032,0.0]]",SUBORBIT
Phase 1,1,5.4708,2.9,88.4,40.2,71.3,82.5,52.9,102.9,35.4,135.7,20.9,0.0,499.7,3.1,0.0,13.2,32.4,243.8,0.0,155.5,1.4,1.00,0.90,0.98,1.00,0.23,0.50,0.82,1.00,1.00,1.00,1.00,0.10,0.50,0.90,2466468808.60,5809833.72,1000000000.00,0.00,0.00,319425.56,escape,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[2.9,88.4],[40.2,71.3],[82.5,52.9],[102.9,35.4],[135.7,20.9]]","[[13.2,32.4],[155.5,1.4],[243.8,0.0]]","[[0.0,1.0],[13.574,1.0],[13.574,1.0],[67.871,1.0],[67.871,1.0],[122.167,1.0],[122.167,1.0],[135.741,1.0],[1000000000.0,1.0]]","[[0.0,1.0],[116.993,1.0],[116.993,0.904],[249.342,0.904],[249.342,0.98],[410.877,0.98],[410.877,0.995],[499.71,0.995],[500.71,0.0]]",ESCAPE
Phase 1,2,5.7294,6.3,89.0,29.3,71.0,88.2,57.1,117.2,39.3,141.5,26.6,2.0,446.2,0.4,0.0,1.0,25.9,233.8,3.6,270.2,0.6,0.99,0.89,0.92,0.94,0.07,0.27,0.92,1.00,1.00,1.00,1.00,0.10,0.50,0.90,305767611.40,5760222.44,305631575.30,136036.09,305631575.30,473288.47,,283963.91,306051575.30,0.958286,nan,nan,nan,nan,,nan,nan,nan,nan,,"[[6.3,89.0],[29.3,71.0],[88.2,57.1],[117.2,39.3],[141.5,26.6]]","[[1.0,25.9],[233.8,3.6],[270.2,0.6]]","[[0.0,1.0],[14.15,1.0],[14.15,1.0],[70.752,1.0],[70.752,1.0],[127.354,1.0],[127.354,1.0],[141.505,1.0],[1000000000.0,1.0]]","[[0.0,0.993],[31.459,0.993],[31.459,0.886],[122.598,0.886],[122.598,0.919],[410.878,0.919],[410.878,0.937],[446.199,0.937],[447.199,0.0]]",OK
